Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","100","Inde","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","189712370","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","13589825700.02","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","14838311500.01","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","15316529600","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","18876880802.2838","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","225722375.5","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","254870184.6","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","300386.85","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","326986.06","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2616306.301","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2787386.003","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1271555.266","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1330617.6781","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1736592.8","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1771063.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1895025","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2027251","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","545897400","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","547125500","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","29400","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","30482","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","54378857.8","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","61819536.4","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","8165842.244192","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","8892110.94595","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","530475.7","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","569385.6","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","244.357888","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","263.314265","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","36610.565161","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","42474.853857","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","32047.594673","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","34089.100597","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","26962.263","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","29142.539","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","80109512.190738","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","82854123.180351","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2763","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2744.956787","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","34573.421418","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","47414.174171","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","6375.2","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","6688","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","42276.297","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","45491.069","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","56814.211","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","60053.082","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","618105.682352","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","658053","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","41058842.551972","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","45886302.01667","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1372310","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1447451","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","4635556.360638","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5258468.942412","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","73153","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","81586","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","8922205","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","9481952.937824","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","11321.7","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","12402.8","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1063045","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1108463","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","457201","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","481251","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","241912.541112","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","251496.754534","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","21911893.797","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","23491507.017","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","366.7","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","401.9","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","5693.001","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","6091.9","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","27876297.218238","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","32411224.108731","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","4299.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","4663.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","161.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","167.65","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","840526.224609","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","895566.718655","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","92588955.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","105258500.8","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","169528.9375","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","178051.6875","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","167.978973","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","184.973404","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2674492.753663","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","3044927.121985","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","414279.057376","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","412207.002803","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","6485967.705082","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","7121376.332199","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","114906663.515904","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","129112625.226295","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","3295382","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","3530860","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","999156.974436","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1028000","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","289104","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","300499","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","27144.941106","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","30678.781669","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","97918886.032879","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","110649303.399241","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","302536816.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","406648542.9","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","31922302.944406","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","34618576.495159","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","287.564063","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","285.331219","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","16128","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","16276.6","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","62202.725204","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","64928.273258","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","72521.646086","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","79404.670711","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","219188416.871839","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","231489277.582296","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","738146","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","773987","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","687989","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","729773","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","15807595.679172","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","17426201.969034","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1989835","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2121555","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","608162.007519","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","623974.219714","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","103445.526","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","100978.908","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","195947.21","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","205184.124","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","607620.431214","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","696558","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","6572146.841888","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","7100793.058574","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1203324","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1233634.69","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1835698200","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1898192600","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","178880.889849","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","192508.552733","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","55124300","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","76495499","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","140749142.049976","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","152414196","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","3802655.772443","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","4235846.766949","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1870904.40524","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1834778.002794","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","121971548.437214","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","132712531.311168","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","857895.7","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","952396.8","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2068757","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2141792","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","7694000","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","8298000","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","5397.54","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5577.86","X","Sources internationales sûres",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2691.75","X","Sources internationales sûres",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2729.22","X","Sources internationales sûres",""
"MK","Indicateurs macro","192","Saint-Marin","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1353.143902","X","Sources internationales sûres",""
"MK","Indicateurs macro","192","Saint-Marin","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1401.708779","X","Sources internationales sûres",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2138.88","X","Sources internationales sûres",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2190.51","X","Sources internationales sûres",""
"MK","Indicateurs macro","244","Samoa","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2105.762726","X","Sources internationales sûres",""
"MK","Indicateurs macro","244","Samoa","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","2156.622283","X","Sources internationales sûres",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","8231.170437","X","Sources internationales sûres",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","8618.990374","X","Sources internationales sûres",""
"MK","Indicateurs macro","195","Sénégal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","12191796","X","Sources internationales sûres",""
"MK","Indicateurs macro","195","Sénégal","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","12906359","X","Sources internationales sûres",""
"MK","Indicateurs macro","272","Serbie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","4760686.4","X","Sources internationales sûres",""
"MK","Indicateurs macro","272","Serbie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5072932.2","X","Sources internationales sûres",""
"MK","Indicateurs macro","196","Seychelles","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","20806.348311","X","Sources internationales sûres",""
"MK","Indicateurs macro","196","Seychelles","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","22063.764157","X","Sources internationales sûres",""
