Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","197","Sierra Leone","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","27614660","X","Sources internationales sûres",""
"MK","Indicateurs macro","197","Sierra Leone","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","32401626","X","Sources internationales sûres",""
"MK","Indicateurs macro","200","Singapour","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","472079.1","X","Sources internationales sûres",""
"MK","Indicateurs macro","200","Singapour","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","503395.2","X","Sources internationales sûres",""
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1815.06","X","Sources internationales sûres",""
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1707.66","X","Sources internationales sûres",""
"MK","Indicateurs macro","199","Slovaquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","84532.191","X","Sources internationales sûres",""
"MK","Indicateurs macro","199","Slovaquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","89505.506","X","Sources internationales sûres",""
"MK","Indicateurs macro","198","Slovénie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","43009.129","X","Sources internationales sûres",""
"MK","Indicateurs macro","198","Slovénie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","45862.593","X","Sources internationales sûres",""
"MK","Indicateurs macro","201","Somalie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","36053070.922443","X","Sources internationales sûres",""
"MK","Indicateurs macro","201","Somalie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","37747294.976347","X","Sources internationales sûres",""
"MK","Indicateurs macro","276","Soudan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","815855.532674","X","Sources internationales sûres",""
"MK","Indicateurs macro","276","Soudan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1176630.108017","X","Sources internationales sûres",""
"MK","Indicateurs macro","277","Soudan du Sud","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","399064.351269","X","Sources internationales sûres",""
"MK","Indicateurs macro","277","Soudan du Sud","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","663517.30486","X","Sources internationales sûres",""
"MK","Indicateurs macro","38","Sri Lanka","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","13328103","X","Sources internationales sûres",""
"MK","Indicateurs macro","38","Sri Lanka","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","14366103","X","Sources internationales sûres",""
"MK","Indicateurs macro","210","Suède","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","4625094","X","Sources internationales sûres",""
"MK","Indicateurs macro","210","Suède","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","4828306","X","Sources internationales sûres",""
"MK","Indicateurs macro","211","Suisse","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","693694.125","X","Sources internationales sûres",""
"MK","Indicateurs macro","211","Suisse","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","719613.789","X","Sources internationales sûres",""
"MK","Indicateurs macro","207","Suriname","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","24081.641","X","Sources internationales sûres",""
"MK","Indicateurs macro","207","Suriname","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","25854.568","X","Sources internationales sûres",""
"MK","Indicateurs macro","208","Tadjikistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","64434.3","X","Sources internationales sûres",""
"MK","Indicateurs macro","208","Tadjikistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","71059.2","X","Sources internationales sûres",""
"MK","Indicateurs macro","39","Tchad","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","6035358","X","Sources internationales sûres",""
"MK","Indicateurs macro","39","Tchad","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","6316526.1087","X","Sources internationales sûres",""
"MK","Indicateurs macro","167","Tchéquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","5110743","X","Sources internationales sûres",""
"MK","Indicateurs macro","167","Tchéquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5408766","X","Sources internationales sûres",""
"MK","Indicateurs macro","216","Thaïlande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","15451959","X","Sources internationales sûres",""
"MK","Indicateurs macro","216","Thaïlande","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","16316417","X","Sources internationales sûres",""
"MK","Indicateurs macro","176","Timor-Leste","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1599.338063","X","Sources internationales sûres",""
"MK","Indicateurs macro","176","Timor-Leste","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1559.894947","X","Sources internationales sûres",""
"MK","Indicateurs macro","217","Togo","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","3713574","X","Sources internationales sûres",""
"MK","Indicateurs macro","217","Togo","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","3961763.291142","X","Sources internationales sûres",""
"MK","Indicateurs macro","219","Tonga","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1017.668119","X","Sources internationales sûres",""
"MK","Indicateurs macro","219","Tonga","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1073.218945","X","Sources internationales sûres",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","151761.558692","X","Sources internationales sûres",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","160331.746265","X","Sources internationales sûres",""
"MK","Indicateurs macro","222","Tunisie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","96298.3","X","Sources internationales sûres",""
"MK","Indicateurs macro","222","Tunisie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","105268.48","X","Sources internationales sûres",""
"MK","Indicateurs macro","213","Turkménistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","132703.114165","X","Sources internationales sûres",""
"MK","Indicateurs macro","213","Turkménistan","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","142622.414999","X","Sources internationales sûres",""
"MK","Indicateurs macro","223","Turquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","3133704.267","X","Sources internationales sûres",""
"MK","Indicateurs macro","223","Turquie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","3758315.621","X","Sources internationales sûres",""
"MK","Indicateurs macro","227","Tuvalu","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","57.295185","X","Sources internationales sûres",""
"MK","Indicateurs macro","227","Tuvalu","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","61.61935","X","Sources internationales sûres",""
"MK","Indicateurs macro","230","Ukraine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","2983882","X","Sources internationales sûres",""
"MK","Indicateurs macro","230","Ukraine","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","3560596","X","Sources internationales sûres",""
"MK","Indicateurs macro","234","Uruguay","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","1707108.630932","X","Sources internationales sûres",""
"MK","Indicateurs macro","234","Uruguay","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","1831132.171439","X","Sources internationales sûres",""
"MK","Indicateurs macro","155","Vanuatu","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","94887.4","X","Sources internationales sûres",""
"MK","Indicateurs macro","155","Vanuatu","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","100771","X","Sources internationales sûres",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","150606854.894447","X","Sources internationales sûres",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","79260044395.708","X","Sources internationales sûres",""
"MK","Indicateurs macro","237","Viet Nam","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","5005975000","X","Sources internationales sûres",""
"MK","Indicateurs macro","237","Viet Nam","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5542331870.40981","X","Sources internationales sûres",""
"MK","Indicateurs macro","249","Yémen","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","5190031.619872","X","Sources internationales sûres",""
"MK","Indicateurs macro","249","Yémen","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","5731455.718457","X","Sources internationales sûres",""
"MK","Indicateurs macro","251","Zambie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","246252","X","Sources internationales sûres",""
"MK","Indicateurs macro","251","Zambie","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","282423.488921","X","Sources internationales sûres",""
"MK","Indicateurs macro","181","Zimbabwe","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2017","2017","millions","22040.902301","X","Sources internationales sûres",""
"MK","Indicateurs macro","181","Zimbabwe","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2018","2018","millions","24311.560545","X","Sources internationales sûres",""
